FT	masked_region	23173..23273
FT	masked_region	24720..24738
FT	masked_region	33582..33794
FT	masked_region	39029..39030
FT	masked_region	55548..55647
FT	masked_region	71464..71584
FT	masked_region	79499..83035
FT	masked_region	86778..86779
FT	masked_region	86780..86782
FT	masked_region	103702..105215
FT	masked_region	105324..106715
FT	masked_region	131382..132872
FT	masked_region	149499..149526
FT	masked_region	149533..150996
FT	masked_region	154073..154245
FT	masked_region	157278..157331
FT	masked_region	157382..157433
FT	masked_region	161526..161577
FT	masked_region	171456..171457
FT	masked_region	171778..171779
FT	masked_region	177094..177180
FT	masked_region	177225..177322
FT	masked_region	177337..177408
FT	masked_region	177543..179309
FT	masked_region	179319..180896
FT	masked_region	187433..188839
FT	masked_region	188931..190439
FT	masked_region	192336..192398
FT	masked_region	197077..197130
FT	masked_region	197191..197311
FT	masked_region	197837..198006
FT	masked_region	198089..198170
FT	masked_region	198477..198537
FT	masked_region	198936..199041
FT	masked_region	199750..199832
FT	masked_region	201952..202014
FT	masked_region	206494..206519
FT	masked_region	206812..206850
FT	masked_region	206869..206907
FT	masked_region	234446..234492
FT	masked_region	253598..253666
FT	masked_region	267757..267812
FT	masked_region	272848..272957
FT	masked_region	279525..279601
FT	masked_region	293724..293792
FT	masked_region	294285..294337
FT	masked_region	307877..309547
FT	masked_region	309927..310110
FT	masked_region	332699..333141
FT	masked_region	333157..333223
FT	masked_region	333292..333406
FT	masked_region	333436..336385
FT	masked_region	336399..336400
FT	masked_region	336402..336403
FT	masked_region	336404..336405
FT	masked_region	336496..336497
FT	masked_region	336503..336504
FT	masked_region	336534..336535
FT	masked_region	336536..336537
FT	masked_region	336539..336540
FT	masked_region	336545..336546
FT	masked_region	336552..339148
FT	masked_region	339364..340974
FT	masked_region	341205..341267
FT	masked_region	349624..349932
FT	masked_region	349935..351476
FT	masked_region	351570..351659
FT	masked_region	351890..351940
FT	masked_region	361334..363109
FT	masked_region	366149..372764
FT	masked_region	372777..375711
FT	masked_region	399535..400050
FT	masked_region	400147..401706
FT	masked_region	410552..410570
FT	masked_region	424007..424150
FT	masked_region	424269..424694
FT	masked_region	424777..434679
FT	masked_region	456207..456210
FT	masked_region	456211..456212
FT	masked_region	459877..459930
FT	masked_region	460997..461069
FT	masked_region	461350..461432
FT	masked_region	466672..467406
FT	masked_region	467459..468001
FT	masked_region	472443..472496
FT	masked_region	473741..474045
FT	masked_region	474047..474109
FT	masked_region	475807..476111
FT	masked_region	476125..476183
FT	masked_region	488167..488222
FT	masked_region	496254..496354
FT	masked_region	530751..532214
FT	masked_region	538775..538840
FT	masked_region	543174..544730
FT	masked_region	547488..547517
FT	masked_region	560891..560941
FT	masked_region	561274..561339
FT	masked_region	561532..561658
FT	masked_region	562303..562397
FT	masked_region	566271..566345
FT	masked_region	569811..569985
FT	masked_region	577281..577503
FT	masked_region	580566..580821
FT	masked_region	594517..594569
FT	masked_region	595330..595453
FT	masked_region	598879..598932
FT	masked_region	606506..608064
FT	masked_region	616828..616878
FT	masked_region	622793..624577
FT	masked_region	631282..631440
FT	masked_region	642735..642818
FT	masked_region	663428..663429
FT	masked_region	669263..669314
FT	masked_region	671996..675916
FT	masked_region	677064..677128
FT	masked_region	685345..685398
FT	masked_region	685459..685579
FT	masked_region	686123..686292
FT	masked_region	686375..686456
FT	masked_region	686763..686823
FT	masked_region	687245..687325
FT	masked_region	687887..687969
FT	masked_region	690079..690141
FT	masked_region	699610..699640
FT	masked_region	701242..701438
FT	masked_region	702055..702169
FT	masked_region	702279..702358
FT	masked_region	702538..702627
FT	masked_region	703912..703985
FT	masked_region	706790..706863
FT	masked_region	709420..709548
FT	masked_region	709581..709666
FT	masked_region	711563..711705
FT	masked_region	716627..716678
FT	masked_region	717242..717295
FT	masked_region	717640..717717
FT	masked_region	718309..718366
FT	masked_region	718811..718863
FT	masked_region	718864..718926
FT	masked_region	719128..719200
FT	masked_region	719383..719465
FT	masked_region	719466..719546
FT	masked_region	719637..719688
FT	masked_region	725208..725233
FT	masked_region	735079..735081
FT	masked_region	736226..736298
FT	masked_region	737308..737390
FT	masked_region	737989..738061
FT	masked_region	738337..738419
FT	masked_region	738723..738788
FT	masked_region	738922..738974
FT	masked_region	738981..739052
FT	masked_region	739053..739144
FT	masked_region	742562..742638
FT	masked_region	747949..748000
FT	masked_region	755259..755331
FT	masked_region	767365..767366
FT	masked_region	767367..767371
FT	masked_region	776715..776768
FT	masked_region	786025..786081
FT	masked_region	795467..795527
FT	masked_region	798663..798739
FT	masked_region	798998..799069
FT	masked_region	802429..802477
FT	masked_region	806193..806194
FT	masked_region	806195..806199
FT	masked_region	806202..806219
FT	masked_region	812835..812921
FT	masked_region	812922..812975
FT	masked_region	818308..818358
FT	masked_region	829702..829773
FT	masked_region	830629..830685
FT	masked_region	830712..830765
FT	masked_region	831188..831263
FT	masked_region	831965..832028
FT	masked_region	832083..832362
FT	masked_region	832534..832848
FT	masked_region	832980..833508
FT	masked_region	833514..833517
FT	masked_region	833529..833539
FT	masked_region	835080..835203
FT	masked_region	835405..835458
FT	masked_region	835700..838052
FT	masked_region	838450..840856
FT	masked_region	840959..841073
FT	masked_region	841142..841208
FT	masked_region	841224..841666
FT	masked_region	841941..842016
FT	masked_region	842058..842470
FT	masked_region	844884..844888
FT	masked_region	846159..847913
FT	masked_region	848103..850040
FT	masked_region	850342..850527
FT	masked_region	863155..863260
FT	masked_region	888762..891482
FT	masked_region	908176..909351
FT	masked_region	917606..917740
FT	masked_region	921573..921897
FT	masked_region	924951..927610
FT	masked_region	927837..930485
FT	masked_region	947312..947644
FT	masked_region	958454..958522
FT	masked_region	960161..960333
FT	masked_region	964577..965082
FT	masked_region	968424..970244
FT	masked_region	972605..972657
FT	masked_region	972658..972720
FT	masked_region	972922..972994
FT	masked_region	973177..973259
FT	masked_region	973260..973340
FT	masked_region	973431..973482
FT	masked_region	973762..973786
FT	masked_region	976872..978203
FT	masked_region	996027..996089
FT	masked_region	1000741..1000799
FT	masked_region	1020058..1021329
FT	masked_region	1021344..1021643
FT	masked_region	1025458..1025472
FT	masked_region	1025497..1026816
FT	masked_region	1026879..1026893
FT	masked_region	1027061..1027076
FT	masked_region	1027104..1029337
FT	masked_region	1029345..1029360
FT	masked_region	1056823..1056824
FT	masked_region	1056825..1056829
FT	masked_region	1064047..1064118
FT	masked_region	1066998..1067002
FT	masked_region	1070325..1070330
FT	masked_region	1071258..1071318
FT	masked_region	1090373..1093144
FT	masked_region	1093232..1093320
FT	masked_region	1093361..1094593
FT	masked_region	1094865..1094953
FT	masked_region	1095078..1096699
FT	masked_region	1121040..1121090
FT	masked_region	1121121..1121171
FT	masked_region	1121657..1121731
FT	masked_region	1133280..1133283
FT	masked_region	1145287..1145317
FT	masked_region	1158918..1159307
FT	masked_region	1159375..1160061
FT	masked_region	1160095..1160433
FT	masked_region	1160537..1161159
FT	masked_region	1161297..1162472
FT	masked_region	1162549..1163376
FT	masked_region	1164564..1165555
FT	masked_region	1169292..1170739
FT	masked_region	1176928..1177373
FT	masked_region	1179345..1179397
FT	masked_region	1182321..1182382
FT	masked_region	1188421..1190424
FT	masked_region	1190757..1192148
FT	masked_region	1200523..1200544
FT	masked_region	1203334..1203396
FT	masked_region	1211559..1213863
FT	masked_region	1214513..1215131
FT	masked_region	1216469..1219030
FT	masked_region	1224338..1224340
FT	masked_region	1224341..1224345
FT	masked_region	1224348..1224350
FT	masked_region	1224356..1224357
FT	masked_region	1230571..1230648
FT	masked_region	1251621..1252945
FT	masked_region	1262272..1264128
FT	masked_region	1267219..1267269
FT	masked_region	1275555..1275607
FT	masked_region	1275922..1276056
FT	masked_region	1276289..1278829
FT	masked_region	1281895..1282022
FT	masked_region	1283487..1283493
FT	masked_region	1283512..1283548
